transaction_hash,sender_address,receiver_address,amount_eth,timestamp,gas_used,gas_price,block_number,gas_cost_eth,date,hour,day_of_week,month,is_standard_stake
0xe5f9b0dd672314acd0ad8e636f34da4a7c763d2c5c45dfac9609034272fe1981,0x27a3d4ac1082a22469a265717ec49b27c3bab336,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:05:11,50450,1594593071,21997866,8.044722043195e-05,2025-03-07,22,Friday,March,True
0xb8873fc6889b9f83ce1de60806a9ef1aeea10512bc6ff16039b6a674e55907cb,0x1b75ce10a1b604d63c3c327599fb015e9c2e6f93,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,53438,1654626894,21997861,8.8419951961572e-05,2025-03-07,22,Friday,March,True
0xf1e5ad2ead8dd1243ebe1a0f6f5ecd167f5297130e0cebab38ad8fb7a24d241f,0x8a3447dd3e80d78a2b07ae1594ffe1200cb84217,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50462,1654626894,21997861,8.3495782325028e-05,2025-03-07,22,Friday,March,True
0x194f095392d840a6315a2459f36a42a7bf307a60bc8945e9248e9184a37c2531,0xf839ec736e4417f407b848ebe7983847bc2a14fa,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,56414,1654626894,21997861,9.3344121598116e-05,2025-03-07,22,Friday,March,True
0xe426ec486d5e6b665b9663ffcd97ce8923fd11863038807e736f51924d67f671,0x2334158f7f0cd033cde37020088b66a84534413b,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50450,1654626894,21997861,8.34759268023e-05,2025-03-07,22,Friday,March,True
0x18c23015295aeab9d712ede9670966974ef4abe63bfb764510586aac887fe54d,0xbf09b8b2f93e363326d7ef1278391f8bfc02b81a,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,53438,1654626894,21997861,8.8419951961572e-05,2025-03-07,22,Friday,March,True
0x6260bc228752884700c4dbd12715f78c60b22657be64ec2e10e38283a704ee54,0xd36442693cedf02dd342bd8cac4137477b034860,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50450,1654626894,21997861,8.34759268023e-05,2025-03-07,22,Friday,March,True
0x1bc56f3248e4ebe620b5aed8011a605541b6bf88b009cf35ccc38931d4e8f811,0x97f85abe022829987558abd20da28fde1ac299a1,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,65332,1654626894,21997861,0.000108100084238808,2025-03-07,22,Friday,March,True
0x8bd49ac9b2437b534d1ee22999cae047b2e8694470e3b477ffcc7523ffa13012,0xe28e0a23058803b5f8c7fe179243fba0db453aaa,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50426,1654626894,21997861,8.3436215756844e-05,2025-03-07,22,Friday,March,True
0x06bdbc55026b9bce70aca19b1aaa518dc8fbe5d9cded20d24be9828b67604b0c,0x4b2ca227038574e37c867a29168145ae7633ebd4,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,53414,1654626894,21997861,8.8380240916116e-05,2025-03-07,22,Friday,March,True
0x0548dd65128e8d01e2234c25ee2bf5846b187ec121a3708b1d1bf9f34b8b215a,0x705a632f57cd288f835c8d79c47bba288b617fb6,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50462,1654626894,21997861,8.3495782325028e-05,2025-03-07,22,Friday,March,True
0xd025c91c3587293d46befa3fe201325237547a47c7a45c50a8ce38e674f82f54,0xe3e29eef44532f712177451e2f9cf49b62e544e8,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,56414,1654626894,21997861,9.3344121598116e-05,2025-03-07,22,Friday,March,True
0x76c147b6656b0e8cf41a4e13f2fa0fd9ab59bb8937d35701dd1533afac3f68d6,0xea28ebacf55dd4676c0503291671c94414bef476,0x00000000219ab540356cbb839cbe05303d7705fa,32.0,2025-03-07 22:04:11,50462,1654626894,21997861,8.3495782325028e-05,2025-03-07,22,Friday,March,True
