date,num_transactions,total_eth_staked,avg_stake_size,min_stake_size,max_stake_size,total_gas_cost,avg_gas_cost,num_standard_stakes,pct_standard_stakes
2025-03-27,10,320.0,32.0,32.0,32.0,0.000974164782984516,9.74164782984516e-05,10,100.0
